symbol,stock_name,isin
AXITA,Axita Cotton Limited,INE02EZ01022
AXTEL,AXTEL INDUSTRIES LTD.,INE767C01012
AYE,Aye Finance Limited,INE501X01029
AYMSYNTEX,AYM Syntex Limited,INE193B01039
AZAD,Azad Engineering Limited,INE02IJ01035
AZADIND,AZAD INDIA MOBILITY LIMITED,INE566M01017
AZTEC,Aztec Fluids & Machinery Limit,INE0SCB01016
BNALTD,B & A LTD.,INE489D01011
BAPACK,B&A PACKAGING INDIA LIMITED,INE00FM01013
BBTCL,B&B Triplewall Containers Limi,INE01EE01011
BRRL,B-RIGHT REALESTATE LIMITED,INE0IZQ01016
BAGFILMS,B.A.G.FILMS & MEDIA LTD.,INE116D01028
BCP,B.C. POWER CONTROLS LTD,INE905P01028
BLKASHYAP,B.L.KASHYAP AND SONS LTD.,INE350H01032
BNRSEC,B.N.RATHI SECURITIES LTD.,INE710D01028
BRGIL,B.R.GOYAL INFRASTRUCTURE LIMIT,INE00ST01011
B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,INE151B01011
STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028
BABA,BABA ARTS LTD.,INE893A01036
BACPHAR,BACIL PHARMA LTD.,INE711D01018
BAFNAPH,BAFNA PHARMACEUTICALS LTD.,INE878I01022
BAGMANE,Bagmane Prime Office REIT,INE2OVN25015
BAIKAKAJI,BAI-KAKAJI POLYMERS LIMITED,INE1IJQ01026
BAIDFIN,BAID FINSERV LIMITED,INE020D01022
BAJAJ-AUTO,BAJAJ AUTO LTD.,INE917I01010
BAJAJCON,BAJAJ CONSUMER CARE LIMITED,INE933K01021
BAJAJELEC,BAJAJ ELECTRICALS LTD.,INE193E01025
BAJFINANCE,BAJAJ FINANCE LIMITED,INE296A01032
BAJAJFINSV,BAJAJ FINSERV LTD.,INE918I01026
BAJAJHCARE,Bajaj Healthcare Limited,INE411U01027
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LIMITED,INE306A01021
BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LT,INE118A01012
BAJAJHFL,Bajaj Housing Finance Limited,INE377Y01014
BAJAJST,BAJAJ STEEL INDUSTRIES LTD.,INE704G01024
BAJEL,Bajel Projects Limited,INE0KQN01018
BALPHARMA,BAL PHARMA LTD.,INE083D01012
BALAMINES,BALAJI AMINES LTD.,INE050E01027
BALAJITELE,BALAJI TELEFILMS LTD.,INE794B01026
BALKRISIND,BALKRISHNA INDUSTRIES LTD.,INE787D01026
BALKRISHNA,Balkrishna Paper Mills Ltd.,INE875R01011
BALMLAWRIE,BALMER LAWRIE AND COMPANY LIMI,INE164A01016
BLIL,BALMER LAWRIE INVESTMENTS LTD.,INE525F01025
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,INE119A01028
BALUFORGE,BALU FORGE INDUSTRIES LIMITED,INE011E01029
BALTE,BALURGHAT TECHNOLOGIES LTD.,INE654B01014
BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,INE921D01013
BAMPSL,BAMPSL SECURITIES LTD.,INE802A01037
BANARBEADS,BANARAS BEADS LTD.,INE655B01011
BANASFN,BANAS FINANCE LTD.,INE521L01030
BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.,INE213C01025
BANDARAM,BANDARAM PHARMA PACKTECH LIMIT,INE875N01036
BANDHANBNK,Bandhan Bank Limited,INE545U01014
BANG,BANG OVERSEAS LTD.,INE863I01016
BANKBARODA,BANK OF BARODA,INE028A01039
BANKINDIA,BANK OF INDIA,INE084A01016
MAHABANK,BANK OF MAHARASHTRA,INE457A01014
BASML,BANNARI AMMAN SPINNING MILLS L,INE186H01022
BANARISUG,BANNARI AMMAN SUGARS LTD.,INE459A01010
BRPL,BANSAL ROOFING PRODUCTS LTD,INE319Q01012
BANSALWIRE,Bansal Wire Industries Limited,INE0B9K01025
BANSWRAS,BANSWARA SYNTEX LTD.,INE629D01020
BVCL,BARAK VALLEY CEMENTS LTD.,INE139I01011
BAROEXT,BARODA EXTRUSION LTD.,INE927K01023
BARODARY,BARODA RAYON CORPORATION LTD.,INE461A01024
BASANTGL,BASANT AGRO TECH (INDIA) LTD.,INE473E01021
BASF,BASF INDIA LTD.,INE373A01013
BATAINDIA,BATA INDIA LTD.,INE176A01028
BATLIBOI,BATLIBOI LTD.,INE177C01022
BAYERCROP,BAYER CROPSCIENCE LTD.,INE462A01022
BAZELINTER,Bazel International Limited,INE217E01014
BCCFUBA,BCC FUBA INDIA LTD.,INE788D01016
BCLIND,BCL INDUSTRIES LIMITED,INE412G01024
BCPL,BCPL Railway Infrastructure Li,INE00SW01015
125BCSL29,BCSL-12.5%-18-3-29-PVT,INE04UP07162
BDH,BDH INDUSTRIES LTD.,INE278D01018
BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,INE844K01012
BEEKAY,Beekay Steel Industries Ltd.,INE213D01015
BEEYU,BEEYU OVERSEAS LTD.,INE052B01011
BEEZAASAN,Beezaasan Explotech Limited,INE13VU01016
BEFOUNDMOL,BEFOUND MOVEMENT LIMITED,INE425F01028
BELDING,BELDING INDIA LIMITED,INE363L01045
BELLACASA,Bella Casa Fashion & Retail Li,INE344T01014
BELRISE,BELRISE INDUSTRIES LIMITED,INE894V01022
BEMHY,BEMCO HYDRAULICS LTD.,INE142E01022
BLAL,BEML Land Assets Limited,INE0N7W01012
BEML,BEML LTD.,INE258A01024
BENARAS,BENARES HOTELS LTD.,INE664D01019
BENCHMARK,Benchmark Computer Solutions L,INE0Q2Z01013
BENGALASM,BENGAL & ASSAM COMPANY LTD.,INE083K01017
BENGALT,BENGAL TEA & FABRICS LTD.,INE665D01016
BERGEPAINT,BERGER PAINTS INDIA LTD.,INE463A01038
BERVINL,BERVIN INVESTMENT & LEASING LT,INE348I01018
BERLDRG,BERYL DRUGS LTD.,INE415H01017
BERYLSE,BERYL SECURITIES LTD.,INE508J01015
BESTAGRO,BEST AGROLIFE LIMITED,INE052T01021
BESTEAST,BEST EASTERN HOTELS LTD.,INE553F01035
BETXIND,BETEX INDIA LTD.,INE765L01017
BFINVEST,BF INVESTMENT LTD.,INE878K01010
BFUTILITIE,BF UTILITIES LTD.,INE243D01012
BFLAFL,BFL Asset Finvest Limited,INE948Q01018
BGIL,BGIL FILMS & TECHNOLOGIES LTD.,INE443D01018
BGRENERGY,BGR ENERGY SYSTEMS LTD.,INE661I01014
BHAGGAS,BHAGAWATI GAS LIMITED,INE099C01010
BHAGERIA,Bhageria Industries Limited,INE354C01027
BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTR,INE414D01027
BGWTATO,BHAGWATI AUTOCAST LTD.,INE106G01014
BHAGWOX,BHAGWATI OXYGEN LTD.,INE026I01010
BHAGYANGR,BHAGYANAGAR INDIA LTD.,INE458B01036
BHANDARI,BHANDARI HOSIERY EXPORTS LTD.,INE474E01029
BEPL,BHANSALI ENGINEERING POLYMERS,INE922A01025
BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.,INE842D01029
BHARAT,Bharat Bhushan Finance & Commo,INE900A01013
BBL,BHARAT BIJLEE LTD.,INE464A01036
BHARATCOAL,BHARAT COKING COAL LIMITED,INE05XR01022
BDL,Bharat Dynamics Limited,INE171Z01026
BEL,BHARAT ELECTRONICS LTD.,INE263A01024
BHARATFORG,BHARAT FORGE LTD.,INE465A01025
BHARATGEAR,BHARAT GEARS LTD.,INE561C01019
BGDL,BHARAT GLOBAL DEVELOPERS LIMIT,INE893C01032
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INE257A01026
BIBCL,BHARAT IMMUNOLOGICALS & BIOLOG,INE994B01014
BPLPHARMA,Bharat Parenterals Limited,INE365Y01019
BPCL,BHARAT PETROLEUM CORPORATION L,INE029A01011
BHARATRAS,BHARAT RASAYAN LTD.,INE838B01021
BRNL,Bharat Road Network Limited,INE727S01012
BHARATSE,BHARAT SEATS LTD.,INE415D01024
BHARATWIRE,Bharat Wire Ropes Limited,INE316L01019
BHARATROHAN,BHARATROHAN AIRBORNE INNOVATIO,INE0QMV01017
BHARTIARTL,BHARTI AIRTEL LTD.,INE397D01024
BHARTIHEXA,Bharti Hexacom Limited,INE343G01021
BIL,BHARTIYA INTERNATIONAL LTD.,INE828A01016
BHASKAGR,BHASKAR AGROCHEMICALS LTD.,INE972C01018
BCCL,Bhatia Colour Chem Limited,INE0KQ001017
BHATIA,Bhatia Communications & Retail,INE341Z01025
BHAVIK,BHAVIK ENTERPRISES LIMITED,INE18PB01017
BHILSPIN,BHILWARA SPINNERS LTD.,INE436C01014
BTTL,BHILWARA TECHNICAL TEXTILES LT,INE274K01012
BHUDEVI,BHUDEVI INFRA PROJECTS LIMITED,INE432N01010
BIGBLOC,Bigbloc Construction Limited,INE412U01025
BIHSPONG,BIHAR SPONGE IRON LTD.,INE819C01011
BIKAJI,Bikaji Foods International Lim,INE00E101023
BILVYAPAR,BIL VYAPAR LIMITED,INE071A01013
BI,BILCARE LTD.,INE986A01012
GROWW,Billionbrains Garage Ventures,INE0HOQ01053
BIMETAL,BIMETAL BEARINGS LTD.,INE469A01019
ZBINTXPP,BINAYAK TEX PROCESSORS LTD.,INE626H01019
BIOCON,BIOCON LTD.,INE376G01013
BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTI,INE829A01014
BIOGEN,BIOGEN PHARMACHEM INDUSTRIES L,INE703D01023
BIRLACABLE,Birla Cable Limited,INE800A01015
BIRLACORPN,BIRLA CORPORATION LTD.,INE340A01012
BIRLAPREC,BIRLA PRECISION TECHNOLOGIES L,INE372E01025
BIRLANU,BIRLANU LIMITED,INE557A01011
BSOFT,BIRLASOFT LIMITED,INE836A01035
BITS,BITS LTD.,INE839A01021
BIZOTIC,Bizotic Commercial Limited,INE0OJ401014
BKV,BKV INDUSTRIES LTD.,INE356C01022
BBOX,BLACK BOX LIMITED,INE676A01027
BLACKROSE,BLACK ROSE INDUSTRIES LTD.,INE761G01016
BLACKBUCK,BlackBuck Limited,INE0UIZ01018
BLBLIMITED,BLB LTD.,INE791A01024
BLISSGVS,BLISS GVS PHARMA LTD.,INE416D01022
BLOOM,BLOOM DEKOR LTD.,INE253C01013
BLOIN,BLOOM INDUSTRIES LTD.,INE373E01015
BLSE,BLS E-Services Limited,INE0NLT01010
BLS,BLS International Services Ltd,INE153T01027
BLT,BLT Logistics Limited,INE0W4K01013
BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.,INE472D01017
BLUECLOUDS,Blue Cloud Softech Solutions L,INE373T01047
BLUEDART,BLUE DART EXPRESS LTD.,INE233B01017
BLUEJET,Blue Jet Healthcare Limited,INE0KBH01020
BPAGRI,Blue Pearl Agriventures Limite,INE439N01031
BLUESTARCO,BLUE STAR LTD.,INE472A01039
BLUESTONE,BlueStone Jewellery and Lifest,INE304W01038
BLUSPRING,Bluspring Enterprises Limited,INE0U4101014
BMBMUMG,BMB MUSIC & MAGNETICS LTD.,INE644K01016
BMW,BMW INDUSTRIES LIMITED,INE374E01021
BMWVENTLTD,BMW VENTURES LIMITED,INE965W01036
BNAGROCHEM,BN AGROCHEM LIMITED,INE00HZ01011
BNRUDY,BNR UDYOG LTD.,INE355C01016
BODALCHEM,BODAL CHEMICALS LTD.,INE338D01028
BTML,BODHI TREE MULTIMEDIA LIMITED,INE0EEJ01023
BODHTREE,Bodhtree Consulting Limited,INE104F01029
BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LT,INE691K01017
BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,INE032A01023
BOMOXY-B1,BOMBAY OXYGEN INVESTMENTS LIMI,INE01TL01014
BSHSL,BOMBAY SUPER HYBRID SEEDS LIMI,INE032Z01020
BOMTALKIES,BOMBAY TALKIES LIMITED,INE910D01024
BOMBWIR,BOMBAY WIRE ROPES LTD.,INE089T01023
BONDADA,Bondada Engineering Limited,INE0Q8P01029
BONLON,BONLON INDUSTRIES LIMITED,INE0B9A01018
BORANA,BORANA WEAVES LIMITED,INE16SF01016
BOROLTD,Borosil Limited,INE02PY01013
BORORENEW,BOROSIL RENEWABLES LIMITED,INE666D01022
BOROSCI,Borosil Scientific Limited,INE02L001032
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMIT,INE782A01015
BOSCHLTD,BOSCH LTD.,INE323A01026
BOSTON,BOSTON COMMERCE LIMITED,INE109B01019
BPL,BPL LTD.,INE110A01019
BRADYM,BRADY & MORRIS ENGINEERING CO.,INE856A01017
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LTD,INE320I01017
FIRSTCRY,Brainbees Solutions Limited,INE02RE01045
BCONCEPTS,Brand Concepts Limited,INE977Y01011
BRAWN,BRAWN BIOTECH LTD.,INE899B01015
BRIDGESE,BRIDGE SECURITIES LTD.,INE958C01025
BRIGADE,BRIGADE ENTERPRISES LTD.,INE791I01019
BRIGHOTEL,Brigade Hotel Ventures Limited,INE03NU01014
BRIGHTBR,BRIGHT BROTHERS LTD.,INE630D01010
BRIGHT,Bright Outdoor Media Limited,INE0OMI01019
BCG,BRIGHTCOM GROUP LIMITED,INE425B01027
BRIJLEAS,BRIJLAXMI LEASING & FINANCE LT,INE957E01031
BRISK,Brisk Technovision Limited,INE0Q6L01014
BRITANNIA,BRITANNIA INDUSTRIES LTD.,INE216A01030
BIRET,Brookfield India Real Estate T,INE0FDU25010
BROOKS,BROOKS LABORATORIES LTD.,INE650L01011
BSELALGO,BSEL ALGO LIMITED,INE395A01016
BSL,BSL LTD.,INE594B01012
BUTTERFLY,BUTTERFLY GANDHIMATHI APPLIANC,INE295F01017
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023
CJGEL,C.J.GELATINE PRODUCTS LTD.,INE557D01015
CALCOM,CALCOM VISION LTD.,INE216C01010
CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,INE526B01014
CALLISTA,Callista Industries Limited,INE714Q01014
CTE,CAMBRIDGE TECHNOLOGY ENTERPRIS,INE627H01017
CAMEXLTD,CAMEX LTD.,INE198C01010
CAMLINFINE,Camlin Fine Sciences Ltd,INE052I01032
CAMPUS,Campus Activewear Limited,INE278Y01022
CANFINHOME,CAN FIN HOMES LTD.,INE477A01020
CANBK,CANARA BANK,INE476A01022
CANHLIFE,Canara HSBC Life Insurance Com,INE01TY01017
CRAMC,Canara Robeco Asset Management,INE218I01013
CANDOUR,CANDOUR TECHTEX LIMITED,INE713D01055
CANTABIL,CANTABIL RETAIL INDIA LTD.,INE068L01024
CAPACITE,Capacite Infraprojects Limited,INE264T01014
CAPFIN,Capfin India Limited,INE960C01013
CAPILLARY,Capillary Technologies India L,INE0ILV01024
CIFL,CAPITAL INDIA FINANCE LIMITED,INE345H01024
CAPINVIT,Capital Infra Trust,INE0Z8Z23013
CAPITALSFB,Capital Small Finance Bank Ltd,INE646H01017
CTL,CAPITAL TRADE LINKS LTD,INE172D01021
CAPTRUST,CAPITAL TRUST LTD.,INE707C01018
CNINFOTECH,CAPITALNUMBERS INFOTECH  LIMIT,INE0WXM01011
CAPLIPOINT,CAPLIN POINT LABORATORIES LTD.,INE475E01026
CGCL,CAPRI GLOBAL CAPITAL LIMITED,INE180C01042
CAPRICORN,CAPRICORN SYSTEMS GLOBAL SOLUT,INE968E01012
CAPRIHANS,CAPRIHANS INDIA LTD.,INE479A01018
CAPRO,CAPROLACTAM CHEMICALS LTD.,INE470N01010
CAPPIPES,Captain Pipes Limited,INE513R01026
CPL,CAPTAIN POLYPLAST LTD,INE536P01021
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,INE120A01034
CARERATING,CARE Ratings Limited,INE752H01013
CPEDU,Career Point Edutech Limited,INE0P6P01016
CARGOSOL,Cargosol Logistics Limited,INE0KZM01011
CARRARO,CARRARO INDIA LIMITED,INE0V7W01012
CARTRADE,CarTrade Tech Limited,INE290S01011
CARYSIL,CARYSIL LIMITED,INE482D01024
CASPIAN,CASPIAN CORPORATE SERVICES LIM,INE176N01039
CASTROLIND,CASTROL INDIA LTD.,INE172A01027
CATVISION,CATVISION  LIMITED,INE660B01011
1025CCIL27,CCIL-10.25%-18-09-27-NCD,INE051307CJ7
1080CCIL28,CCIL-10.80%-18-03-28-NCD,INE051307CG3
CCIL101125,CCIL-11-11-26-NCD,INE051307CB4
1125CCIL29,CCIL-11.25%-17-03-29-NCD,INE051307CE8
12CCIL30C,CCIL-12%-16-1-30-NCD,INE051307BK7
12CCIL30,CCIL-12%-9-11-30-NCD,INE051307CA6
CCIL18326,CCIL-22-04-27-NCD,INE051307CH1
CCLINTER,CCL INTERNATIONAL LTD.,INE778E01031
CCL,CCL PRODUCTS (INDIA) LTD.,INE421D01022
CCME,CCME GLOBAL LIMITED,INE194N01016
CDG,CDG PETCHEM LIMITED,INE198N01017
CEATLTD,CEAT LTD.,INE482A01020
CEEJAY,CEEJAY FINANCE LTD.,INE358C01010
CEENIK,CEENIK EXPORTS (INDIA) LTD.,INE418D01010
CEETAIN,CEETA INDUSTRIES LTD.,INE760J01012
CEIGALL,Ceigall India Limited,INE0AG901020
CEINSYS,CEINSYS TECH LIMITED,INE016Q01014
CELEBRITY,CELEBRITY FASHIONS LTD.,INE185H01016
CELLA,CELLA SPACE LIMITED,INE266H01014
CELLO,Cello World Limited,INE0LMW01024
CEMAINFRA,CEMANTIC INFRA-TECH LIMITED,INE222B01028
CEMPRO,Cemindia Projects Limited,INE686A01026
CENLUB,CENLUB INDUSTRIES LTD.,INE627F01011
CENTRALBK,CENTRAL BANK OF INDIA,INE483A01010
CMPDI,Central Mine Planning & Design,INE05HV01027
CENTRUM,CENTRUM CAPITAL LTD.,INE660C01027
CENTUM,CENTUM ELECTRONICS LTD.,INE320B01020
CENTENKA,CENTURY ENKA LTD.,INE485A01015
CENTEXT,CENTURY EXTRUSIONS LTD.,INE281A01026
CENTURYPLY,CENTURY PLYBOARDS (I) LTD.,INE348B01021
CERA,CERA SANITARYWARE LTD.,INE739E01017
CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIE,INE345B01019
CESC,CESC LTD.,INE486A01021
CFF,CFF FLUID CONTROL LIMITED,INE0NJ001013
11CFL28,CFL-11%-20-4-28-PVT,INE718F07031
CGPOWER,CG Power and Industrial Soluti,INE067A01029
CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,INE084D01010
89CGCL27,CGCL-8.9%-13-4-27-NCD,INE180C07221
893CGCL31,CGCL-8.93%-30-4-31-NCD,INE180C07296
9CGCL028,CGCL-9%-30-4-28-NCD,INE180C07288
915CGCL29,CGCL-9.15%-30-4-29-NCD,INE180C07320
925CGCL28A,CGCL-9.25%-13-10-28-NCD,INE180C07205
950CGCL36,CGCL-9.50%-30-4-36-NCD,INE180C07312
97CGCL35,CGCL-9.7%-13-10-35-NCD,INE180C07213
CHALET,Chalet Hotels Limited,INE427F01016
CHALLANI,CHALLANI CAPITAL LIMITED,INE807A01010
CLSEL,CHAMAN LAL SETIA EXPORTS LIMIT,INE419D01026
CHMBBRW,CHAMBAL BREWERIES & DISTILLERI,INE417N01011
CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICAL,INE085A01013
CHANDNIMACH,Chandni Machines Limited,INE01GZ01011
CBPL,Chandra Bhagat Pharma Limited,INE07QQ01016
CHANDRAP,CHANDRA PRABHU INTERNATIONAL L,INE368D01025
CHANDRIMA,Chandrima Mercantiles limited,INE371F01024
CHRTEDCA,CHARTERED CAPITAL & INVESTMENT,INE953B01010
CHLOGIST,CHARTERED LOGISTICS LTD.,INE558F01026
CHATHA,CHATHA FOODS LIMITED,INE0AH901011
CHTR,Chatterbox Technologies Limite,INE1B4801017
CHDCHEM,CHD Chemicals Limited,INE043U01010
CHEMBONDCH,CHEMBOND CHEMICALS  LIMITED,INE0TGX01019
CHEMBOND,Chembond Material Technologies,INE995D01025
CHEMCON,Chemcon Speciality Chemicals L,INE03YM01018
CHEMCRUX,Chemcrux Enterprises Limited,INE298W01016
CHEMFAB,Chemfab Alkalis Ltd,INE783X01023
CHEMKART,Chemkart India Limited,INE0VWL01017
CHEMPLASTS,Chemplast Sanmar Limited,INE488A01050
CHEMTECH,CHEMTECH INDUSTRIAL VALVES LTD,INE212P01011
CHENFERRO,CHENNAI FERROUS INDUSTRIES LIM,INE777O01016
CMMHOSP,CHENNAI MEENAKSHI MULTISPECIAL,INE889F01017
CHENNPETRO,CHENNAI PETROLEUM CORPORATION,INE178A01016
CHEVIOT,CHEVIOT CO.LTD.,INE974B01016
CHIRAHARIT,Chiraharit Limited,INE12P101018
CHLLTD,CHL LTD.,INE790D01020
CHOICEIN,CHOICE INTERNATIONAL LTD.,INE102B01014
CHOKSI,CHOKSI ASIA LIMITED,INE865B01016
CHOKSILA,CHOKSI LABORATORIES LTD.,INE493D01013
CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDIN,INE149A01033
CHOLAFIN,CHOLAMANDALAM INVESTMENT AND F,INE121A01024
CHORDIA,CHORDIA FOOD PRODUCTS LTD.,INE975C01011
CHOTHANI,CHOTHANI FOODS LIMITED,INE344X01016
CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,INE490A01015
CHROME,Chrome Silicon Limited,INE114E01013
CIANAGRO,CIAN Agro Ind & Infra Ltd,INE052V01019
CHCL,Cian Healthcare Limited,INE05BN01027
CIEINDIA,CIE Automotive India Limited,INE536H01010
1088CIFPER,CIFCL-10.88%-PERPETUAL-PVT,INE121A08OI5
CILSEC,CIL SECURITIES LIMITED,INE830A01012
CINDRELL,CINDRELLA FINANCIAL SERVICES L,INE897D01015
CINDHO,CINDRELLA HOTELS LTD.,INE908C01012
CINELINE,CINELINE INDIA LIMITED,INE704H01022
CINEVISTA,CINEVISTA LTD.,INE039B01026
CIPLA,CIPLA LTD.,INE059A01026
CITADEL,CITADEL REALTY AND DEVELOPERS,INE906D01014
CITIPOR,CITIPORT FINANCIAL SERVICES LT,INE494D01011
CITIUSINVT,Citius TransNet Investment Tru,INE2Q7823014
CITIZEN,Citizen Solar Limited,INE473L01018
CPML,CITY PULSE MULTIVENTURES LIMIT,INE056001014
CUB,CITY UNION BANK LIMITED,INE491A01021
CITYMAN,CITYMAN LTD.,INE117C01010
CLEDUCATE,CL Educate Limited,INE201M01029
CLFL,Classic Leasing & Finance Ltd.,INE949C01016
CLEANMAX,Clean Max Enviro Energy Soluti,INE647U01026
CLEAN,Clean Science and Technology L,INE227W01023
CLENON,CLENON ENTERPRISES LIMITED,INE769B01028
CTLLAB,Clinitech Laboratory Limited,INE0QMR01015
CLIOINFO,CLIO INFOTECH LTD.,INE011B01017
CLN,CLN ENERGY LIMITED,INE0WDX01010
CMRGREEN,CMR Green Technologies Limited,INE00WV01027
CMSINFO,CMS Info Systems Limited,INE925R01014
CMXLTD,CMX HOLDINGS LIMITED,INE027F01014
COALINDIA,COAL INDIA LTD.,INE522F01014
COASTCORP,COASTAL CORPORATION LTD.,INE377E01024
COCHMAL,COCHIN MALABAR ESTATES & INDUS,INE788M01017
COCHINM,COCHIN MINERALS & RUTILE LTD.,INE105D01013
COCHINSHIP,Cochin Shipyard Limited,INE704P01025
COFFEEDAY,Coffee Day Enterprises Limited,INE335K01011
COFORGE,COFORGE LIMITED,INE591G01025
COHANCE,Cohance Lifesciences Limited,INE03QK01018
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,INE259A01022
COLINZ,COLINZ LABORATORIES LTD.,INE923C01011
COLORCHIPS,COLORCHIPS NEW MEDIA LIMITED,INE621I01042
COMFINCAP,COMFORT FINCAP LTD.,INE274M01026
COMFINTE,COMFORT INTECH LTD.,INE819A01049
COMSYN,Commercial Syn Bags Limited,INE073V01015
COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,INE823B01015
COMPINFO,COMPUAGE INFOCOM LTD.,INE070C01037
COMPUSOFT,COMPUCOM SOFTWARE LTD.,INE453B01029
CAMS,Computer Age Management Servic,INE596I01020
COMPUPN,COMPUTER POINT LTD.,INE607B01012
COMRADE,Comrade Appliances Limited,INE0NXA01015
CONART,CONART ENGINEERS LTD.,INE714D01020
CONCORDBIO,Concord Biotech Limited,INE338H01029
CNCRD,Concord Control Systems Limite,INE0N0J01014
CONCORD,Concord Drugs Limited,INE858L01010
CEWATER,Concord Enviro Systems Limited,INE037Z01029
CFEL,CONFIDENCE FUTURISTIC ENERGETE,INE700F01024
CONFIPET,CONFIDENCE PETROLEUM INDIA LTD,INE552D01024
CCDL,Consecutive Commodities Limite (CCDL),INE187R01029
CCDL-RE,Consecutive Commodities Limite (CCDL-RE),INE187R20011
CCCL,CONSOLIDATED CONSTRUCTION CONS,INE429I01024
CONSTRONIC,CONSTRONICS INFRA LIMITED,INE537B01011
CONTAINE,CONTAINE TECHNOLOGIES LIMITED,INE0M8901010
CONCOR,CONTAINER CORPORATION OF INDIA,INE111A01025
CONTAINER,Containerway International Lim,INE319U01022
CONTILI,CONTIL INDIA LTD.,INE080G01029
CONTICON,CONTINENTAL CONTROLS LTD.,INE545B01022
CONTPTR,CONTINENTAL PETROLEUMS LTD.,INE369D01023
CSL,Continental Securities Limited,INE183Q01020
CONTROLPR,CONTROL PRINT LIMITED,INE663B01015
CORALFINAC,CORAL INDIA FINANCE & HOUSING,INE558D01021
CORALAB,CORAL LABORATORIES LTD.,INE683E01017
CORNE,CORAL NEWSPRINTS LTD.,INE715D01019
CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,INE792I01017
COROENGG,COROMANDEL ENGINEERING COMPANY,INE312J01012
COROMANDEL,COROMANDEL INTERNATIONAL LTD.,INE169A01031
CORONA,Corona Remedies Limited,INE02ZQ01018
CMBL,Corporate Merchant Bankers Lim,INE850R01014
COSCO,COSCO (INDIA) LTD.,INE949B01018
COSMICCRF,Cosmic CRF Limited,INE0ORA01015
COSMOFE,COSMO FERRITES LTD.,INE124B01018
COSMOFIRST,Cosmo First Limited,INE757A01017
COSPOWER,Cospower Engineering Limited,INE0CQB01010
COSYN,COSYN Limited,INE029B01019
CCHHL,COUNTRY CLUB HOSPITALITY AND H,INE652F01027
COUNCODOS,COUNTRY CONDOS LTD.,INE695B01025
COVANCE,COVANCE SOFTSOL LIMITED,INE0R8101016
CPCAP,CP CAPITAL LIMITED,INE521J01018
CRAFTSMAN,Craftsman Automation Limited,INE00LO01017
CRANEINFRA,Crane Infrastructure Limited,INE176L01017
CRANESSOFT,CRANES SOFTWARE INTERNATIONAL,INE234B01023
CRANEX,CRANEX LTD.,INE608B01010
CRAVATEX,CRAVATEX LTD.,INE145E01017
CRAZY,CRAZY SNACKS LIMITED,INE0RBX01014
CREATIVE,Creative Castings Limited,INE146E01015
CREATIVEYE,CREATIVE EYE LTD.,INE230B01021
CNL,CREATIVE NEWTECH LIMITED,INE985W01018
CREDITACC,CreditAccess Grameen Ltd.,INE741K01010
MUFTI,Credo Brands Marketing Limited,INE220Q01020
CRESCENTIS,Crescentis Capital Limited,INE754C01010
CRSL,CRESSANDA RAILWAY SOLUTIONS LI,INE716D01033
CREST,CREST,INE559D01011
CRSTCHM,CRESTCHEM LTD.,INE293N01016
CRISIL,CRISIL LTD.,INE007A01025
CRIZAC,CRIZAC LIMITED,INE0S4R01014
CROISSANCE,CROISSANCE LIMITED,INE587J01027
CROMPTON,Crompton Greaves Consumer Elec,INE299U01018
CROPSTER,CROPSTER AGRO LIMITED,INE293E01031
CRYOGENIC,CRYOGENIC OGS LIMITED,INE0TL001013
CRYSTAL,CRYSTAL BUSINESS SYSTEM LIMITE,INE994R01028
CSBBANK,CSB Bank Limited,INE679A01013
CSLFINANCE,CSL Finance Limited,INE718F01018
CSM,CSM TECHNOLOGIES LIMITED,INE0ZK601013
CUBEXTUB,CUBEX TUBINGS LTD.,INE144D01012
CUBIFIN,CUBICAL FINANCIAL SERVICES LTD,INE717D01023
